season,sofa_player_id,Pos
2022-2023,1009334,DF
2022-2023,291279,MF
2022-2023,1824137,DF
2022-2023,928777,MF
2022-2023,103012,DF
2022-2023,990201,FW
2022-2023,801211,Off_MF
2022-2023,608362,FW
2022-2023,138833,FW
2022-2023,1146148,FW
2022-2023,1083410,MF
2022-2023,357598,MF
2022-2023,26687,Off_MF
2022-2023,801391,FW
2022-2023,842582,MF
2022-2023,773591,DF
2022-2023,20826,FW
2022-2023,123264,MF
2022-2023,1049523,Off_MF
2022-2023,44900,Off_MF
2022-2023,792311,DF
2022-2023,1069011,MF
2022-2023,1131002,FW
2022-2023,190857,Def_MF
2022-2023,1130942,Off_MF
2022-2023,961688,Off_MF
2022-2023,40253,DF
2022-2023,55119,DF
2022-2023,927975,MF
2022-2023,365772,MF
2022-2023,1129757,DF
2022-2023,996985,FW
2022-2023,962012,DF
2022-2023,856744,FW
2022-2023,232096,MF
2022-2023,583450,DF
2022-2023,1023567,DF
2022-2023,786028,MF
2022-2023,827640,DF
2022-2023,858195,DF
2022-2023,66477,MF
2022-2023,1069725,DF
2022-2023,996929,DF
2022-2023,138261,FW
2022-2023,1129935,Off_MF
2022-2023,1122910,FW
2022-2023,27035,FW
2022-2023,605552,Off_MF
2022-2023,996919,DF
2022-2023,972421,FW
2022-2023,817567,FW
2022-2023,838636,MF
2022-2023,954060,FW
2022-2023,809276,FW
2022-2023,906021,DF
2022-2023,941170,MF
2022-2023,249893,FW
2022-2023,352562,DF
2022-2023,10577,FW
2022-2023,794269,Off_MF
2022-2023,341589,MF
2022-2023,74083,DF
2022-2023,152910,MF
2022-2023,32124,DF
2022-2023,1008111,DF
2022-2023,377206,DF
2022-2023,364618,Off_MF
2022-2023,991604,Off_MF
2022-2023,966836,DF
2022-2023,855835,DF
2022-2023,944165,Off_MF
2022-2023,940262,FW
2022-2023,74506,DF
2022-2023,227942,DF
2022-2023,994556,Off_MF
2022-2023,1102659,MF
2022-2023,336851,DF
2022-2023,918420,DF
2022-2023,1139409,Off_MF
2022-2023,93570,DF
2022-2023,1102504,DF
2022-2023,832076,DF
2022-2023,1010421,FW
2022-2023,555406,DF
2022-2023,1097719,DF
2022-2023,1065937,FW
2022-2023,982780,Off_MF
2022-2023,886532,Off_MF
2022-2023,220131,DF
2022-2023,840951,DF
2022-2023,788352,MF
2022-2023,905353,FW
2022-2023,770,DF
2022-2023,1214359,DF
2022-2023,40326,FW
2022-2023,52093,FW
2022-2023,842215,FW
2022-2023,141997,MF
2022-2023,583838,FW
2022-2023,580952,DF
2022-2023,795761,FW
2022-2023,1130939,Off_MF
2022-2023,341143,FW
2022-2023,963084,DF
2022-2023,295123,FW
2022-2023,994546,Off_MF
2022-2023,982613,MF
2022-2023,770677,MF
2022-2023,135264,FW
2022-2023,983059,DF
2022-2023,911853,DF
2022-2023,146852,FW
2022-2023,1048888,FW
2022-2023,611876,Off_MF
2022-2023,945145,FW
2022-2023,879746,DF
2022-2023,1082406,Off_MF
2022-2023,103156,DF
2022-2023,980640,Off_MF
2022-2023,257421,DF
2022-2023,979232,FW
2022-2023,1048820,MF
2022-2023,860435,MF
2022-2023,19382,DF
2022-2023,845084,FW
2022-2023,351140,FW
2022-2023,800252,FW
2022-2023,795257,DF
2022-2023,171927,FW
2022-2023,831510,FW
2022-2023,988037,DF
2022-2023,338991,DF
2022-2023,963198,DF
2022-2023,1016948,FW
2022-2023,50480,FW
2022-2023,998950,FW
2022-2023,931844,DF
2022-2023,839309,Def_MF
2022-2023,128333,FW
2022-2023,880157,FW
2022-2023,966679,FW
2022-2023,832411,FW
2022-2023,139397,MF
2022-2023,99517,DF
2022-2023,914691,DF
2022-2023,221200,DF
2022-2023,831246,DF
2022-2023,875295,DF
2022-2023,966940,Def_MF
2022-2023,796658,MF
2022-2023,578380,FW
2022-2023,94286,FW
2022-2023,839226,FW
2022-2023,8713,MF
2022-2023,974582,DF
2022-2023,973785,DF
2022-2023,861981,DF
2022-2023,352370,DF
2022-2023,994490,MF
2022-2023,280435,DF
2022-2023,1199043,MF
2022-2023,103117,MF
2022-2023,133236,DF
2022-2023,827064,FW
2022-2023,816115,DF
2022-2023,794995,Def_MF
2022-2023,887429,DF
2022-2023,811493,FW
2022-2023,18304,MF
2022-2023,246431,FW
2022-2023,1461935,FW
2022-2023,826185,DF
2022-2023,1749,Off_MF
2022-2023,40686,Def_MF
2022-2023,1146941,Off_MF
2022-2023,995316,DF
2022-2023,920744,Off_MF
2022-2023,862480,MF
2022-2023,1173172,DF
2022-2023,868715,DF
2022-2023,294641,FW
2022-2023,781544,DF
2022-2023,907668,MF
2022-2023,893998,DF
2022-2023,41468,DF
2022-2023,1133520,DF
2022-2023,308130,DF
2022-2023,944288,Def_MF
2022-2023,50294,Def_MF
2022-2023,798002,MF
2022-2023,979821,MF
2022-2023,904835,Off_MF
2022-2023,962411,Off_MF
2022-2023,827522,Off_MF
2022-2023,933263,FW
2022-2023,958982,FW
2022-2023,234148,Off_MF
2022-2023,1120615,DF
2022-2023,1012248,Off_MF
2022-2023,1393974,DF
2022-2023,1049538,DF
2022-2023,319861,FW
2022-2023,788170,DF
2022-2023,190435,Off_MF
2022-2023,750,FW
2022-2023,846081,MF
2022-2023,1142636,MF
2022-2023,128360,FW
2022-2023,758608,DF
2022-2023,1016810,FW
2022-2023,934238,MF
2022-2023,106920,DF
2022-2023,1140599,FW
2022-2023,939830,Off_MF
2022-2023,901152,DF
2022-2023,901892,Def_MF
2022-2023,1022204,FW
2022-2023,795058,MF
2022-2023,36465,MF
2022-2023,810535,FW
2022-2023,606346,DF
2022-2023,1001456,MF
2022-2023,138152,DF
2022-2023,148824,FW
2022-2023,1484974,DF
2022-2023,287659,Off_MF
2022-2023,858705,MF
2022-2023,24006,Def_MF
2022-2023,51498,FW
2022-2023,1047484,FW
2022-2023,826186,DF
2022-2023,78939,FW
2022-2023,569684,Off_MF
2022-2023,82400,DF
2022-2023,280025,DF
2022-2023,139273,DF
2022-2023,1117025,FW
2022-2023,793228,DF
2022-2023,980632,DF
2022-2023,1065214,FW
2022-2023,985934,Def_MF
2022-2023,991359,DF
2022-2023,1135873,FW
2022-2023,100570,FW
2022-2023,862223,FW
2022-2023,1469500,DF
2022-2023,945798,DF
2022-2023,904897,MF
2022-2023,927407,DF
2022-2023,1105331,DF
2022-2023,1048009,DF
2022-2023,856594,Off_MF
2022-2023,920936,MF
2022-2023,311462,DF
2022-2023,128587,DF
2022-2023,73057,DF
2022-2023,876259,MF
2022-2023,1063235,FW
2022-2023,905264,DF
2022-2023,1015240,Off_MF
2022-2023,892924,Off_MF
2022-2023,798664,MF
2022-2023,996820,MF
2022-2023,991290,DF
2022-2023,905453,MF
2022-2023,360396,DF
2022-2023,252863,FW
2022-2023,355046,DF
2022-2023,886243,DF
2022-2023,822877,Off_MF
2022-2023,1122610,MF
2022-2023,867442,FW
2022-2023,973838,DF
2022-2023,368134,DF
2022-2023,826195,DF
2022-2023,802830,DF
2022-2023,25682,FW
2022-2023,826208,Off_MF
2022-2023,892111,MF
2022-2023,828639,FW
2022-2023,989056,FW
2022-2023,32993,DF
2022-2023,133908,MF
2022-2023,970928,FW
2022-2023,844480,DF
2022-2023,107128,FW
2022-2023,794298,FW
2022-2023,39733,FW
2022-2023,156367,DF
2022-2023,782396,FW
2022-2023,73980,DF
2022-2023,1009268,DF
2022-2023,55314,FW
2022-2023,928334,DF
2022-2023,1086347,DF
2022-2023,117373,FW
2022-2023,347450,DF
2022-2023,1087359,DF
2022-2023,785418,FW
2022-2023,344847,DF
2022-2023,966547,FW
2022-2023,71952,DF
2022-2023,963211,DF
2022-2023,129927,FW
2022-2023,227862,FW
2022-2023,978562,Off_MF
2022-2023,915812,MF
2022-2023,135647,Off_MF
2022-2023,305278,DF
2022-2023,105905,Def_MF
2022-2023,909318,FW
2022-2023,1015267,MF
2022-2023,826293,DF
2022-2023,927405,Off_MF
2022-2023,1136730,DF
2022-2023,212074,FW
2022-2023,958966,FW
2022-2023,928104,DF
2022-2023,862773,MF
2022-2023,217770,DF
2022-2023,249437,FW
2022-2023,138890,FW
2022-2023,842869,DF
2022-2023,804434,DF
2022-2023,794412,MF
2022-2023,1048366,DF
2022-2023,143047,DF
2022-2023,19394,Def_MF
2022-2023,120298,MF
2022-2023,14718,DF
2022-2023,849274,MF
2022-2023,138463,DF
2022-2023,139267,MF
2022-2023,129472,MF
2022-2023,1407973,DF
2022-2023,877842,MF
2022-2023,139310,DF
2022-2023,158257,Def_MF
2022-2023,1015274,DF
2022-2023,140992,FW
2022-2023,253687,Off_MF
2022-2023,142672,DF
2022-2023,962409,FW
2022-2023,924378,DF
2022-2023,914765,MF
2022-2023,603738,DF
2022-2023,190405,MF
2022-2023,82474,MF
2022-2023,806520,FW
2022-2023,973300,DF
2022-2023,842212,FW
2022-2023,979144,DF
2022-2023,150910,DF
2022-2023,901882,MF
2022-2023,826004,MF
2022-2023,280979,FW
2022-2023,857267,DF
2022-2023,914819,FW
2022-2023,869910,DF
2022-2023,787642,DF
2022-2023,363792,DF
2022-2023,802149,Off_MF
2022-2023,1002556,FW
2022-2023,826203,DF
2022-2023,318967,MF
2022-2023,39009,MF
2022-2023,587628,Off_MF
2022-2023,1387157,MF
2022-2023,844424,FW
2022-2023,17054,Off_MF
2022-2023,106288,MF
2022-2023,859767,Off_MF
2022-2023,1142588,MF
2022-2023,55123,DF
2022-2023,155818,Off_MF
2022-2023,932764,FW
2022-2023,940692,FW
2022-2023,830667,MF
2022-2023,954855,MF
2022-2023,352916,DF
2022-2023,123223,FW
2022-2023,1006387,FW
2022-2023,76178,DF
2022-2023,386230,MF
2022-2023,891651,DF
2022-2023,100580,FW
2022-2023,282917,DF
2022-2023,877037,Off_MF
2022-2023,847025,Off_MF
2022-2023,790817,FW
2022-2023,1102503,FW
2022-2023,40672,MF
2022-2023,48243,MF
2022-2023,908631,DF
2022-2023,27838,FW
2022-2023,123166,MF
2022-2023,79680,DF
2022-2023,921621,DF
2022-2023,879810,MF
2022-2023,576384,DF
2022-2023,910023,Off_MF
2022-2023,21134,DF
2022-2023,137786,FW
2022-2023,138573,FW
2022-2023,377302,FW
2022-2023,149380,DF
2022-2023,1153315,DF
2022-2023,22126,Off_MF
2022-2023,848276,FW
2022-2023,786259,DF
2022-2023,894238,DF
2022-2023,84744,FW
2022-2023,998241,DF
2022-2023,367056,Off_MF
2022-2023,287057,MF
2022-2023,148745,DF
2022-2023,47549,DF
2022-2023,119159,Off_MF
2022-2023,259995,DF
2022-2023,847467,DF
2022-2023,1064842,Off_MF
2022-2023,35680,MF
2022-2023,366592,DF
2022-2023,136922,DF
2022-2023,123164,DF
2022-2023,252215,FW
2022-2023,103417,Off_MF
2022-2023,11621,FW
2022-2023,948250,FW
2022-2023,754698,DF
2022-2023,927361,MF
2022-2023,1049534,DF
2022-2023,138387,FW
2022-2023,973556,FW
2022-2023,930584,DF
2022-2023,999070,FW
2022-2023,845486,MF
2022-2023,791355,FW
2022-2023,978301,MF
2022-2023,21931,FW
2022-2023,836698,DF
2022-2023,982601,DF
2022-2023,839818,MF
2022-2023,1088565,MF
2022-2023,113920,DF
2022-2023,1108921,FW
2022-2023,949785,MF
2022-2023,817957,FW
2022-2023,1034303,DF
2022-2023,917007,FW
2022-2023,130181,FW
2022-2023,1012179,MF
2022-2023,906276,FW
2022-2023,153966,MF
2022-2023,965011,DF
2022-2023,824584,MF
2022-2023,280991,MF
2022-2023,893640,FW
2022-2023,257205,FW
2022-2023,14216,Off_MF
2022-2023,834308,DF
2022-2023,237048,DF
2022-2023,193554,MF
2022-2023,982998,DF
2022-2023,192442,FW
2022-2023,885864,MF
2022-2023,788949,DF
2022-2023,1009661,Off_MF
2022-2023,845386,DF
2022-2023,40360,MF
2022-2023,787540,Off_MF
2022-2023,566102,DF
2022-2023,959872,DF
2022-2023,877302,MF
2022-2023,967510,Off_MF
2022-2023,1153265,FW
2022-2023,914412,DF
2022-2023,844292,Off_MF
2022-2023,1130986,DF
2022-2023,836070,FW
2022-2023,134248,FW
2022-2023,187437,FW
2022-2023,1010726,FW
2022-2023,186017,DF
2022-2023,828077,MF
2022-2023,989865,DF
2022-2023,46799,MF
2022-2023,800417,DF
2022-2023,318653,FW
2022-2023,966862,FW
2022-2023,15444,DF
2022-2023,45944,Def_MF
2022-2023,928796,MF
2022-2023,845119,DF
2022-2023,50899,FW
2022-2023,1021165,DF
2022-2023,864898,Off_MF
2022-2023,957889,Off_MF
2022-2023,875890,FW
2022-2023,37126,FW
2022-2023,1092409,DF
2022-2023,848185,MF
2022-2023,791987,FW
2022-2023,813523,Off_MF
2022-2023,803185,FW
2022-2023,248125,DF
2022-2023,365992,DF
2022-2023,798180,DF
2022-2023,1136731,DF
2022-2023,827662,FW
2022-2023,904827,DF
2022-2023,98440,DF
2022-2023,319853,DF
2022-2023,156146,FW
2022-2023,865651,FW
2022-2023,791,MF
2022-2023,828239,DF
2022-2023,333243,DF
2022-2023,814589,DF
2022-2023,910026,FW
2022-2023,846147,DF
2022-2023,205508,FW
2022-2023,846356,FW
2022-2023,357756,DF
2022-2023,96369,FW
2022-2023,807301,FW
2022-2023,590404,DF
2022-2023,150998,FW
2022-2023,1142672,MF
2022-2023,848279,DF
2022-2023,970860,DF
2022-2023,108484,DF
2022-2023,114379,FW
2022-2023,791642,DF
2022-2023,876860,DF
2022-2023,825861,Off_MF
2022-2023,358218,DF
2022-2023,851671,FW
2022-2023,280609,FW
2022-2023,920525,DF
2022-2023,138383,MF
2022-2023,253517,FW
2022-2023,257091,DF
2022-2023,980618,DF
2022-2023,928122,Off_MF
2022-2023,999231,FW
2022-2023,249929,FW
2022-2023,146500,DF
2022-2023,42707,DF
2022-2023,597756,DF
2022-2023,941300,DF
2022-2023,967722,DF
2022-2023,98435,Off_MF
2022-2023,155802,Def_MF
2022-2023,337671,Off_MF
2022-2023,839585,MF
2022-2023,879349,FW
2022-2023,855831,DF
2022-2023,886363,FW
2022-2023,1019442,FW
2022-2023,4581,FW
2022-2023,572198,MF
2022-2023,962378,Off_MF
2022-2023,931267,MF
2022-2023,168943,FW
2022-2023,327755,MF
2022-2023,255389,MF
2022-2023,191176,FW
2022-2023,126989,Off_MF
2022-2023,152769,FW
2022-2023,69295,DF
2022-2023,973418,DF
2022-2023,110846,DF
2022-2023,238708,FW
2022-2023,907072,MF
2022-2023,82566,Off_MF
2022-2023,359226,MF
2022-2023,808680,DF
2022-2023,385888,MF
2022-2023,986352,MF
2022-2023,149734,DF
2022-2023,283833,MF
2022-2023,835601,FW
2022-2023,883537,FW
2022-2023,605580,FW
2022-2023,249629,MF
2022-2023,227892,FW
2022-2023,355088,Off_MF
2022-2023,931266,DF
2022-2023,138165,DF
2022-2023,930231,DF
2022-2023,96544,MF
2022-2023,287573,MF
2022-2023,21535,DF
2022-2023,327429,DF
2022-2023,946695,FW
2022-2023,234142,MF
2022-2023,840217,Off_MF
2022-2023,844842,MF
2022-2023,962890,MF
2022-2023,190853,MF
2022-2023,84972,FW
2022-2023,1001828,DF
2022-2023,41218,Off_MF
2022-2023,190399,FW
2022-2023,1006189,DF
2022-2023,914755,MF
2022-2023,1017392,MF
2022-2023,795541,FW
2022-2023,927353,Off_MF
2022-2023,827934,DF
2022-2023,94539,Off_MF
2022-2023,137667,DF
2022-2023,943926,DF
2022-2023,110850,DF
2022-2023,138830,MF
2022-2023,927188,FW
2022-2023,30144,DF
2022-2023,1394353,FW
2022-2023,887766,FW
2022-2023,158599,DF
2022-2023,1129382,DF
2022-2023,132410,FW
2022-2023,225092,DF
2022-2023,787542,DF
2022-2023,246319,MF
2022-2023,993155,Off_MF
2022-2023,904994,DF
2022-2023,1084381,MF
2022-2023,818440,FW
2022-2023,802138,MF
2022-2023,96370,Off_MF
2022-2023,33381,FW
2022-2023,834881,FW
2022-2023,153218,DF
2022-2023,807400,Off_MF
2022-2023,119242,FW
2022-2023,991584,DF
2022-2023,27569,DF
2022-2023,847030,DF
2022-2023,113593,MF
2022-2023,931278,DF
2022-2023,949722,MF
2022-2023,808955,DF
2022-2023,560116,Off_MF
2022-2023,74139,FW
2022-2023,197550,MF
2022-2023,489180,FW
2022-2023,795002,MF
2022-2023,169113,DF
2022-2023,858194,FW
2022-2023,234230,Off_MF
2022-2023,1019322,FW
2022-2023,32048,FW
2022-2023,1105700,FW
2022-2023,51501,DF
2022-2023,1094758,Def_MF
2022-2023,960006,MF
2022-2023,914902,FW
2022-2023,1103548,DF
2022-2023,98058,Off_MF
2022-2023,116955,MF
2022-2023,804901,FW
2022-2023,355528,FW
2022-2023,232224,MF
2022-2023,26404,DF
2022-2023,980327,FW
2022-2023,98212,DF
2022-2023,826057,DF
2022-2023,891920,FW
2022-2023,21626,FW
2022-2023,1154605,Off_MF
2022-2023,927340,MF
2022-2023,960441,Off_MF
2022-2023,1031658,DF
2022-2023,591740,MF
2022-2023,268903,FW
2022-2023,284363,FW
2022-2023,941405,Off_MF
2022-2023,897291,DF
2022-2023,347010,FW
2022-2023,316170,MF
2022-2023,855676,DF
2022-2023,792308,MF
2022-2023,964174,DF
2022-2023,798835,Off_MF
2022-2023,359642,FW
2022-2023,995773,FW
2022-2023,991421,MF
2022-2023,356444,FW
2022-2023,10501,FW
2022-2023,872919,Off_MF
2022-2023,786186,FW
2022-2023,913654,DF
2022-2023,606164,FW
2022-2023,142208,DF
2022-2023,53739,DF
2022-2023,348362,DF
2022-2023,880775,FW
2022-2023,924973,MF
2022-2023,780014,DF
2022-2023,966219,MF
2022-2023,997006,FW
2022-2023,255239,DF
2022-2023,220223,FW
2022-2023,350170,Off_MF
2022-2023,901827,Off_MF
2022-2023,142018,Off_MF
2022-2023,1048422,FW
2022-2023,1156353,Off_MF
2022-2023,587126,Def_MF
2022-2023,1002813,DF
2022-2023,260031,FW
2022-2023,879346,Def_MF
2022-2023,877262,Off_MF
2022-2023,6557,MF
2022-2023,758168,DF
2022-2023,372344,FW
2022-2023,155702,FW
2022-2023,141945,FW
2022-2023,235672,FW
2022-2023,148566,FW
2022-2023,879694,MF
2022-2023,579576,DF
2022-2023,69408,DF
2022-2023,134361,DF
2022-2023,1046150,MF
2022-2023,1050692,DF
2022-2023,877371,MF
2022-2023,797893,DF
2022-2023,45686,DF
2022-2023,138827,DF
2022-2023,587402,Def_MF
2022-2023,923894,DF
2022-2023,377118,DF
2022-2023,865057,FW
2022-2023,832427,Off_MF
2022-2023,385330,Off_MF
2022-2023,976001,MF
2022-2023,934383,DF
2022-2023,186845,Def_MF
2022-2023,371222,MF
2022-2023,856668,DF
2022-2023,109461,DF
2022-2023,126236,FW
2022-2023,606530,DF
2022-2023,344129,FW
2022-2023,71203,MF
2022-2023,343971,FW
2022-2023,96372,FW
2022-2023,143697,FW
2022-2023,843180,DF
2022-2023,823622,FW
2022-2023,996911,DF
2022-2023,818073,Off_MF
2022-2023,139919,DF
2022-2023,985262,DF
2022-2023,149731,FW
2022-2023,814882,MF
2022-2023,845168,Off_MF
2022-2023,195850,Off_MF
2022-2023,944164,Off_MF
2022-2023,146866,FW
2022-2023,1010223,Off_MF
2022-2023,97926,DF
2022-2023,21164,DF
2022-2023,21212,FW
2022-2023,885908,DF
2022-2023,913942,Off_MF
2022-2023,844752,DF
2022-2023,989878,Off_MF
2022-2023,254449,DF
2022-2023,243623,MF
2022-2023,1175856,FW
2022-2023,372336,FW
2022-2023,191182,MF
2022-2023,827681,DF
2022-2023,362222,DF
2022-2023,53825,MF
2022-2023,588566,MF
2022-2023,848537,DF
2022-2023,1020680,Off_MF
2022-2023,818986,DF
2022-2023,930245,FW
2022-2023,235648,DF
2022-2023,831400,Off_MF
2022-2023,982615,FW
2022-2023,794962,DF
2022-2023,826205,DF
2022-2023,138892,DF
2022-2023,255973,DF
2022-2023,886286,DF
2022-2023,231946,Off_MF
2022-2023,132874,MF
2022-2023,1020141,DF
2022-2023,298366,FW
2022-2023,789071,Off_MF
2022-2023,913679,MF
2022-2023,859773,DF
2022-2023,971005,FW
2022-2023,904991,DF
2022-2023,997012,DF
2022-2023,963801,FW
2022-2023,791566,MF
2022-2023,605338,FW
2022-2023,168897,DF
2022-2023,101451,MF
2022-2023,826069,FW
2022-2023,983540,FW
2022-2023,934386,Off_MF
2022-2023,229740,DF
2022-2023,825754,FW
2022-2023,307284,Def_MF
2022-2023,156004,MF
2022-2023,123915,DF
2022-2023,856062,DF
2022-2023,24397,DF
2022-2023,123976,DF
2022-2023,960437,DF
2022-2023,268791,Off_MF
2022-2023,829093,MF
2022-2023,1013928,DF
2022-2023,352486,Off_MF
2022-2023,591132,FW
2022-2023,280721,FW
2022-2023,135666,FW
2022-2023,851276,DF
2022-2023,964795,DF
2022-2023,357752,DF
2022-2023,846445,FW
2022-2023,247445,FW
2022-2023,1155226,DF
2022-2023,842709,FW
2022-2023,801837,DF
2022-2023,966575,Off_MF
2022-2023,143904,MF
2022-2023,80406,FW
2022-2023,1048916,MF
2022-2023,14142,MF
2022-2023,111229,FW
2022-2023,361352,FW
2022-2023,173883,DF
2022-2023,327863,DF
2022-2023,294593,DF
2022-2023,132149,DF
2022-2023,792073,DF
2022-2023,37092,Off_MF
2022-2023,842931,FW
2022-2023,989276,DF
2022-2023,998951,FW
2022-2023,164511,MF
2022-2023,788786,FW
2022-2023,142061,DF
2022-2023,188405,FW
2022-2023,1014286,DF
2022-2023,999030,DF
2022-2023,30027,FW
2022-2023,121180,DF
2022-2023,953097,DF
2022-2023,143334,DF
2022-2023,76132,FW
2022-2023,88494,Off_MF
2022-2023,1003007,DF
2022-2023,914835,DF
2022-2023,84251,MF
2022-2023,291695,DF
2022-2023,233826,DF
2022-2023,14942,MF
2022-2023,982327,MF
2022-2023,238408,DF
2022-2023,909119,FW
2022-2023,894396,FW
2022-2023,345195,FW
2022-2023,940054,FW
2022-2023,856260,Off_MF
2022-2023,38162,FW
2022-2023,827506,Off_MF
2022-2023,855833,FW
2022-2023,962883,FW
2022-2023,965264,DF
2022-2023,825839,DF
2022-2023,356352,DF
2022-2023,997104,MF
2022-2023,856729,DF
2022-2023,909966,FW
2022-2023,901891,FW
2022-2023,359664,FW
2022-2023,954056,MF
2022-2023,901325,MF
2022-2023,837205,MF
2022-2023,352768,DF
2022-2023,1023091,Off_MF
2022-2023,117083,Off_MF
2022-2023,802695,DF
2022-2023,280441,FW
2022-2023,800951,DF
2022-2023,818244,FW
2022-2023,131910,MF
2022-2023,217784,DF
2022-2023,35194,MF
2022-2023,50027,DF
2022-2023,254297,FW
2022-2023,828640,DF
2022-2023,139410,DF
2022-2023,141080,DF
2022-2023,838640,FW
2022-2023,876214,DF
2022-2023,242211,DF
2022-2023,35199,DF
2022-2023,250133,MF
2022-2023,605672,FW
2022-2023,825681,Off_MF
2022-2023,217704,FW
2022-2023,129861,DF
2022-2023,875293,DF
2022-2023,917005,FW
2022-2023,39327,DF
2022-2023,312110,DF
2022-2023,209768,MF
2022-2023,822708,MF
2022-2023,870762,FW
2022-2023,863653,DF
2022-2023,991478,FW
2022-2023,881931,MF
2022-2023,88859,DF
2022-2023,996952,FW
2022-2023,1001867,MF
2022-2023,361004,FW
2022-2023,976037,DF
2022-2023,169549,FW
2022-2023,314138,FW
2022-2023,851596,FW
2022-2023,1128063,DF
2022-2023,21521,FW
2022-2023,785468,DF
2022-2023,82555,MF
2022-2023,1006489,DF
2022-2023,792142,DF
2022-2023,352376,Def_MF
2022-2023,1131540,Off_MF
2022-2023,253993,MF
2022-2023,893062,DF
2022-2023,964119,DF
2022-2023,945063,DF
2022-2023,316152,FW
2022-2023,88471,FW
2022-2023,862967,FW
2022-2023,39480,DF
2022-2023,796206,DF
2022-2023,802665,Off_MF
2022-2023,372430,DF
2022-2023,122810,DF
2022-2023,944656,FW
2022-2023,318927,DF
2022-2023,355492,MF
2022-2023,790179,FW
2022-2023,132318,DF
2022-2023,346516,FW
2022-2023,855829,DF
2022-2023,873554,FW
2022-2023,117794,DF
2022-2023,22975,Def_MF
2022-2023,906278,DF
2022-2023,846492,Off_MF
2022-2023,51785,Off_MF
2022-2023,139228,FW
2022-2023,32040,DF
2022-2023,298920,MF
2022-2023,913455,DF
2022-2023,319735,Off_MF
2022-2023,914213,FW
2022-2023,859901,MF
2022-2023,333595,DF
2022-2023,593526,FW
2022-2023,286165,FW
2022-2023,794294,DF
2022-2023,70930,DF
2022-2023,888219,FW
2022-2023,791190,MF
2022-2023,980578,DF
2022-2023,96538,DF
2022-2023,1131541,DF
2022-2023,280009,FW
2022-2023,816763,FW
2022-2023,893008,DF
2022-2023,124737,DF
2022-2023,791079,MF
2022-2023,204336,FW
2022-2023,930191,FW
2022-2023,890329,FW
2022-2023,901850,MF
2022-2023,830127,Off_MF
2022-2023,823941,FW
2022-2023,45925,DF
2022-2023,973437,DF
2022-2023,822933,DF
2022-2023,21555,DF
2022-2023,227082,DF
2022-2023,21927,FW
2022-2023,857671,MF
2022-2023,812829,DF
2022-2023,96535,Off_MF
2022-2023,319129,FW
2022-2023,609206,DF
2022-2023,164171,FW
2022-2023,284441,MF
2022-2023,806968,DF
2022-2023,922928,DF
2022-2023,850891,FW
2022-2023,365358,DF
2022-2023,142619,MF
2022-2023,124712,Off_MF
2022-2023,974505,MF
2022-2023,989768,DF
2022-2023,1106451,FW
2022-2023,793988,MF
2022-2023,826215,DF
2022-2023,103364,DF
2022-2023,547838,MF
2022-2023,927005,Off_MF
2022-2023,254119,DF
2022-2023,358108,DF
2022-2023,587962,FW
2022-2023,148588,MF
2022-2023,795005,MF
2022-2023,41837,Def_MF
2022-2023,873630,FW
2022-2023,901470,DF
2022-2023,911679,MF
2022-2023,23571,MF
2022-2023,161325,FW
2022-2023,973699,MF
2022-2023,541464,FW
2022-2023,1012650,DF
2022-2023,818406,DF
2022-2023,331853,DF
2022-2023,591750,MF
2022-2023,877102,DF
2022-2023,996958,DF
2022-2023,24057,DF
2022-2023,826884,FW
2022-2023,1085381,FW
2022-2023,558524,DF
2022-2023,869644,DF
2022-2023,385320,FW
2022-2023,805123,FW
2022-2023,877103,DF
2022-2023,826134,DF
2022-2023,308526,DF
2022-2023,857205,DF
2022-2023,1049775,DF
2022-2023,955245,Off_MF
2022-2023,978518,DF
2022-2023,182243,MF
2022-2023,294313,MF
2022-2023,904970,Off_MF
2022-2023,1128532,Off_MF
2022-2023,879674,DF
2022-2023,838232,FW
2022-2023,826070,DF
2022-2023,235460,MF
2022-2023,887581,MF
2022-2023,111969,MF
2022-2023,288321,DF
2022-2023,855830,MF
2022-2023,94822,MF
2022-2023,797290,DF
2022-2023,51640,FW
2022-2023,911350,FW
2022-2023,69404,DF
2022-2023,142525,DF
2022-2023,43215,DF
2022-2023,805078,DF
2022-2023,350560,DF
2022-2023,1117223,DF
2022-2023,328027,FW
2022-2023,836694,Off_MF
2022-2023,987504,FW
2022-2023,96368,DF
2022-2023,105971,DF
