Player,Squad,Comp,Pos,Season,90s,Succ_Per90,Cmp%,PrgC_Per90,PrgR_Per90,TB_Per90,Gls_Per90,Ast_Per90,xG_Per90,xAG_Per90,SoT_Per90,SCA_Per90,KP_Per90,TklW_Per90,Int_Per90,Blocks_Per90,Clr_Per90,Recov_Per90,Carries_Per90
Sebastiano Esposito,Empoli,it Serie A,"FW,MF",2024-2025,25.9,1.12,60.2,1.197,4.093,0.27,0.309,0.0,0.22,0.081,,,1.39,1.12,0.463,0.772,0.541,4.093,21.815
Romain Esse,Crystal Palace,eng Premier League,MF,2024-2025,1.5,1.333,76.2,0.667,9.333,0.667,0.667,0.667,0.2,0.267,,,2.0,4.0,0.667,1.333,1.333,6.0,25.333
Samuel Essende,Augsburg,de Bundesliga,FW,2024-2025,18.2,0.769,64.8,1.813,6.484,0.0,0.385,0.11,0.231,0.071,,,0.604,0.33,0.0,0.714,0.604,2.308,19.066
Dario Essugo,Las Palmas,es La Liga,MF,2024-2025,21.5,0.558,85.4,0.837,0.372,0.186,0.047,0.0,0.033,0.019,,,0.605,2.093,1.953,1.302,2.186,5.488,27.07
Nahuel Estévez,Parma,it Serie A,MF,2024-2025,7.3,0.411,75.7,0.411,0.548,0.137,0.0,0.0,0.014,0.11,,,0.822,0.822,0.411,1.233,3.562,3.836,20.274
Pervis Estupiñán,Brighton,eng Premier League,DF,2024-2025,26.7,0.712,83.1,2.21,4.195,0.0,0.037,0.037,0.045,0.079,,,0.974,1.61,1.386,0.749,2.434,5.506,38.315
Evanilson,Bournemouth,eng Premier League,FW,2024-2025,25.8,0.271,71.3,1.124,3.837,0.155,0.388,0.039,0.484,0.074,,,1.008,0.388,0.039,0.426,0.814,2.597,12.907
Jonny Evans,Manchester Utd,eng Premier League,DF,2024-2025,3.5,0.286,88.5,0.857,0.857,0.0,0.0,0.0,0.029,0.0,,,0.0,1.714,1.429,0.857,4.286,4.571,40.857
Edu Expósito,Espanyol,es La Liga,MF,2024-2025,11.6,1.293,65.6,1.983,3.534,1.121,0.0,0.172,0.086,0.276,,,2.414,1.121,1.293,0.259,1.81,5.431,29.31
Eberechi Eze,Crystal Palace,eng Premier League,"MF,FW",2024-2025,28.8,2.326,74.2,2.396,5.312,0.382,0.278,0.278,0.365,0.215,,,2.014,0.764,0.382,0.938,0.347,5.069,29.167
Abde Ezzalzouli,Betis,es La Liga,"FW,MF",2024-2025,22.0,2.091,71.6,5.318,9.773,0.091,0.091,0.091,0.364,0.091,,,1.227,1.136,0.318,1.0,0.864,4.636,32.091
Giovanni Fabbian,Bologna,it Serie A,MF,2024-2025,11.4,0.175,71.9,1.228,3.772,0.175,0.263,0.088,0.202,0.114,,,0.789,0.526,0.175,0.614,0.351,2.719,17.368
Alieu Fadera,Como,it Serie A,"FW,DF",2024-2025,18.3,1.421,74.6,4.044,8.743,0.164,0.055,0.164,0.093,0.219,,,1.257,2.568,0.656,0.984,0.546,5.191,29.727
Wout Faes,Leicester City,eng Premier League,DF,2024-2025,31.3,0.16,88.0,0.383,0.032,0.064,0.032,0.0,0.048,0.003,,,0.128,0.831,0.831,1.534,5.911,2.875,35.367
Nicolò Fagioli,Fiorentina,it Serie A,MF,2024-2025,10.7,0.935,84.1,1.402,1.776,0.093,0.093,0.187,0.047,0.28,,,2.15,0.935,0.467,1.028,1.121,4.299,44.86
Nicolò Fagioli,Juventus,it Serie A,MF,2024-2025,6.3,0.317,88.5,3.016,2.857,0.317,0.0,0.0,0.095,0.016,,,0.635,1.587,0.317,0.635,0.794,5.238,49.365
Romain Faivre,Brest,fr Ligue 1,"MF,FW",2024-2025,10.0,1.7,82.1,2.4,4.9,0.4,0.3,0.2,0.26,0.19,,,1.0,1.0,0.4,0.8,0.3,4.2,31.0
Davide Faraoni,Hellas Verona,it Serie A,DF,2024-2025,2.9,0.0,68.4,0.69,4.483,0.0,0.0,0.0,0.069,0.034,,,0.69,3.103,0.69,2.414,4.138,3.103,18.966
Abdul Fatawu Issahaku,Leicester City,eng Premier League,FW,2024-2025,6.4,4.531,62.4,6.562,9.375,0.312,0.0,0.312,0.062,0.25,,,0.938,2.344,0.625,1.094,1.875,5.938,33.906
Ansu Fati,Barcelona,es La Liga,FW,2024-2025,2.6,1.923,83.2,2.692,12.308,0.769,0.0,0.0,0.385,0.077,,,1.538,0.385,0.385,0.385,0.0,2.692,41.154
Khalil Fayad,Montpellier,fr Ligue 1,"MF,FW",2024-2025,11.4,1.491,82.9,2.193,3.684,0.175,0.0,0.0,0.114,0.026,,,0.614,1.404,0.877,1.579,1.316,6.491,29.825
Jacopo Fazzini,Empoli,it Serie A,MF,2024-2025,15.4,1.494,71.6,2.208,5.714,0.26,0.26,0.065,0.201,0.032,,,0.779,1.234,0.39,0.844,1.558,4.545,23.636
Nabil Fekir,Betis,es La Liga,MF,2024-2025,2.0,0.0,81.7,4.5,9.0,0.5,0.0,0.5,0.35,0.3,,,3.0,1.0,0.0,1.0,0.0,1.5,36.0
Mattia Felici,Cagliari,it Serie A,"MF,FW",2024-2025,10.3,1.845,67.9,3.786,7.282,0.0,0.0,0.291,0.058,0.097,,,0.971,1.165,0.68,0.971,0.68,4.951,25.146
Luiz Felipe,Marseille,fr Ligue 1,DF,2024-2025,1.4,0.714,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.143,2.143,2.143,3.571,1.429,33.571
João Félix,Chelsea,eng Premier League,"FW,MF",2024-2025,4.1,2.439,85.9,5.122,7.317,0.488,0.244,0.244,0.537,0.244,,,1.463,0.732,0.732,0.488,0.488,5.366,47.073
João Félix,Milan,it Serie A,MF,2024-2025,8.4,1.786,81.7,2.381,6.667,0.357,0.238,0.0,0.321,0.143,,,1.19,0.714,0.119,0.238,1.071,3.571,32.738
Kiko Femenía,Villarreal,es La Liga,DF,2024-2025,24.7,0.688,88.9,2.105,1.781,0.04,0.0,0.04,0.016,0.053,,,0.648,1.377,1.619,0.85,2.51,4.13,36.518
Evan Ferguson,West Ham,eng Premier League,FW,2024-2025,1.7,1.765,75.7,0.588,4.118,0.588,0.0,0.0,0.353,0.176,,,1.176,0.588,0.588,1.176,0.588,4.706,18.235
Evan Ferguson,Brighton,eng Premier League,FW,2024-2025,2.7,0.37,74.1,0.741,3.333,0.0,0.37,0.0,0.185,0.148,,,1.111,1.111,0.0,1.111,1.481,3.704,15.556
Lewis Ferguson,Bologna,it Serie A,MF,2024-2025,10.9,0.459,86.5,1.835,2.385,0.092,0.092,0.092,0.092,0.101,,,1.284,1.193,0.459,0.826,0.826,2.569,43.211
Zinedine Ferhat,Angers,fr Ligue 1,"FW,MF",2024-2025,9.4,1.064,67.2,1.702,6.809,0.319,0.213,0.0,0.149,0.255,,,1.809,0.745,1.064,0.957,1.277,5.0,31.064
Bruno Fernandes,Manchester Utd,eng Premier League,MF,2024-2025,33.5,0.836,76.1,2.299,3.851,0.925,0.239,0.299,0.296,0.254,,,2.716,1.493,0.776,1.045,1.045,6.358,46.03
Edimilson Fernandes,Brest,fr Ligue 1,"MF,DF",2024-2025,12.3,0.244,85.0,0.569,0.244,0.163,0.0,0.081,0.033,0.049,,,0.65,0.569,1.626,1.138,3.089,5.61,32.439
Mateus Fernandes,Southampton,eng Premier League,MF,2024-2025,32.3,1.517,79.9,2.353,3.344,0.279,0.062,0.124,0.124,0.093,,,1.053,1.486,0.867,1.331,1.084,5.542,27.771
Enzo Fernández,Chelsea,eng Premier League,MF,2024-2025,32.7,0.795,79.9,1.835,3.853,0.428,0.183,0.214,0.187,0.208,,,2.355,1.009,0.398,1.315,0.703,4.771,37.034
Pelayo Fernandez,Rayo Vallecano,es La Liga,DF,2024-2025,1.1,0.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.818,0.0,8.182,3.636,14.545
Roberto Férnandez,Espanyol,es La Liga,FW,2024-2025,16.6,0.663,72.2,0.422,3.012,0.12,0.361,0.0,0.217,0.036,,,0.482,0.241,0.181,0.542,1.566,1.988,13.675
Valery Fernández,Mallorca,es La Liga,"MF,FW",2024-2025,3.4,0.294,88.9,0.588,4.118,0.0,0.588,0.0,0.235,0.0,,,0.294,2.059,0.0,0.882,0.294,5.588,22.059
Matias Fernandez-Pardo,Lille,fr Ligue 1,"FW,MF",2024-2025,11.8,1.695,73.0,3.898,7.203,0.085,0.339,0.169,0.246,0.237,,,1.356,0.763,0.254,0.763,0.508,2.966,24.153
Jordan Ferri,Montpellier,fr Ligue 1,MF,2024-2025,19.7,0.457,88.3,0.964,2.132,0.102,0.0,0.102,0.02,0.046,,,0.66,1.168,0.457,1.015,1.015,6.701,40.711
Daniel Fila,Venezia,it Serie A,FW,2024-2025,5.5,0.364,77.8,0.909,5.455,0.0,0.364,0.0,0.255,0.055,,,1.091,0.0,0.0,1.091,0.909,1.636,14.909
Kilian Fischer,Wolfsburg,de Bundesliga,DF,2024-2025,25.5,0.392,78.6,2.0,3.49,0.0,0.039,0.0,0.012,0.02,,,0.471,1.725,0.745,1.608,3.843,3.294,27.608
Mateo Flores,Betis,es La Liga,MF,2024-2025,1.7,0.0,81.2,0.0,1.176,0.0,0.0,0.0,0.0,0.0,,,0.0,0.588,1.176,0.588,1.765,7.059,27.647
Phil Foden,Manchester City,eng Premier League,"MF,FW",2024-2025,19.7,0.711,84.1,2.538,6.497,0.355,0.355,0.102,0.264,0.244,,,2.183,0.254,0.457,0.66,0.355,3.096,36.65
Malick Fofana,Lyon,fr Ligue 1,FW,2024-2025,17.7,1.356,77.4,6.328,11.582,0.056,0.282,0.226,0.215,0.209,,,1.412,0.621,0.452,0.678,0.339,3.559,33.164
Seko Fofana,Rennes,fr Ligue 1,MF,2024-2025,9.4,1.277,90.4,3.404,4.043,0.106,0.106,0.106,0.191,0.128,,,1.383,0.745,0.745,0.745,0.745,4.468,41.915
Wesley Fofana,Chelsea,eng Premier League,DF,2024-2025,13.0,0.615,90.2,1.462,0.308,0.0,0.0,0.0,0.031,0.031,,,0.462,0.923,1.077,1.077,4.231,4.154,42.846
Youssouf Fofana,Milan,it Serie A,MF,2024-2025,27.8,0.504,85.7,1.583,1.151,0.468,0.036,0.216,0.047,0.122,,,0.827,1.223,0.683,1.151,0.863,5.432,35.468
Jonas Föhrenbach,Heidenheim,de Bundesliga,DF,2024-2025,20.4,0.343,72.5,1.765,2.451,0.0,0.0,0.049,0.015,0.064,,,0.686,1.176,0.784,1.422,2.794,3.284,25.539
Michael Folorunsho,Fiorentina,it Serie A,"FW,MF",2024-2025,7.2,1.25,70.6,1.806,4.583,0.0,0.0,0.0,0.153,0.083,,,0.417,1.667,0.556,1.25,1.389,4.028,26.389
Lamine Fomba,Saint-Étienne,fr Ligue 1,MF,2024-2025,2.4,0.833,83.4,2.083,2.083,0.417,0.0,0.0,0.0,0.125,,,0.417,2.5,1.667,2.917,2.083,5.417,47.5
Carlos Forbs,Wolves,eng Premier League,"MF,FW",2024-2025,2.7,2.593,65.9,3.704,10.37,0.0,0.0,0.0,0.037,0.0,,,0.37,1.852,0.37,1.111,0.741,4.074,27.778
Pablo Fornals,Betis,es La Liga,"MF,FW",2024-2025,20.3,0.394,80.0,1.576,4.187,0.493,0.099,0.0,0.089,0.163,,,1.773,0.64,1.133,1.182,0.739,5.616,38.276
Omari Forson,Monza,it Serie A,"MF,FW",2024-2025,2.5,2.4,81.4,5.6,7.2,0.0,0.0,0.0,0.08,0.2,,,3.2,1.2,0.4,1.2,0.4,4.4,41.2
Héctor Fort,Barcelona,es La Liga,DF,2024-2025,6.5,0.308,90.1,2.154,5.077,0.0,0.0,0.0,0.031,0.138,,,1.538,1.231,0.923,1.846,2.462,4.923,47.385
Dimitri Foulquier,Valencia,es La Liga,DF,2024-2025,25.5,0.314,78.9,1.882,2.588,0.078,0.0,0.039,0.016,0.055,,,0.392,1.216,0.627,0.824,3.373,3.804,29.373
Juan Foyth,Villarreal,es La Liga,DF,2024-2025,16.9,0.237,87.0,0.769,0.651,0.178,0.059,0.0,0.142,0.018,,,0.414,0.888,1.124,1.538,7.041,3.609,35.917
Matheus França,Crystal Palace,eng Premier League,"MF,FW",2024-2025,0.6,0.0,58.8,6.667,6.667,0.0,1.667,0.0,0.5,0.0,,,0.0,0.0,1.667,1.667,1.667,5.0,33.333
Alejandro Francés,Girona,es La Liga,DF,2024-2025,13.0,0.538,84.3,1.385,1.615,0.077,0.0,0.0,0.015,0.023,,,0.308,1.846,1.308,1.308,4.0,2.846,38.154
Przemysław Frankowski,Lens,fr Ligue 1,DF,2024-2025,15.4,0.39,80.1,2.143,6.169,0.26,0.26,0.13,0.149,0.162,,,1.299,1.364,1.234,0.649,1.818,3.961,41.364
Enric Franquesa,Leganés,es La Liga,"DF,FW",2024-2025,6.8,1.324,70.2,1.618,4.412,0.0,0.147,0.0,0.044,0.015,,,0.294,1.324,0.735,1.029,1.765,4.265,19.559
Ryan Fraser,Southampton,eng Premier League,"FW,DF",2024-2025,3.4,0.588,74.8,2.941,5.294,0.0,0.0,0.0,0.0,0.029,,,0.588,0.588,0.294,0.294,2.647,2.941,21.765
Davide Frattesi,Inter,it Serie A,MF,2024-2025,13.6,0.515,82.5,1.691,3.676,0.368,0.368,0.074,0.294,0.059,,,0.515,0.588,0.368,0.882,1.029,3.529,21.765
Tyler Fredricson,Manchester Utd,eng Premier League,DF,2024-2025,1.8,0.556,90.2,1.111,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.667,0.556,1.111,6.111,6.667,47.778
Morten Frendrup,Genoa,it Serie A,MF,2024-2025,34.5,0.29,85.4,0.696,0.841,0.087,0.058,0.0,0.046,0.026,,,0.406,1.768,1.362,1.797,1.652,5.333,21.362
Martin Frese,Hellas Verona,it Serie A,DF,2024-2025,6.1,0.0,71.1,1.148,1.967,0.0,0.0,0.0,0.016,0.033,,,0.82,1.803,1.311,0.82,2.623,2.295,25.082
Remo Freuler,Bologna,it Serie A,MF,2024-2025,35.6,0.14,87.7,1.096,1.573,0.084,0.028,0.056,0.037,0.042,,,1.011,1.124,1.067,1.067,1.601,4.101,34.157
Marco Friedl,Werder Bremen,de Bundesliga,DF,2024-2025,24.0,0.25,90.2,0.167,0.042,0.0,0.0,0.0,0.021,0.008,,,0.125,1.75,1.417,1.708,5.417,5.875,44.542
Marvin Friedrich,Gladbach,de Bundesliga,DF,2024-2025,11.0,0.182,88.4,1.0,0.273,0.0,0.0,0.091,0.036,0.055,,,0.273,0.818,0.455,1.455,5.182,3.818,45.636
Jeremie Frimpong,Leverkusen,de Bundesliga,"DF,MF",2024-2025,25.7,0.973,76.1,3.891,10.584,0.0,0.195,0.195,0.16,0.163,,,1.167,0.973,0.311,0.973,0.856,3.268,26.187
Jorge de Frutos,Rayo Vallecano,es La Liga,"FW,MF",2024-2025,27.7,1.155,68.3,2.78,7.256,0.108,0.217,0.108,0.227,0.123,,,1.119,0.758,0.686,0.794,0.866,4.007,21.841
Chris Führich,Stuttgart,de Bundesliga,"MF,FW",2024-2025,22.0,1.818,80.5,5.182,9.182,0.364,0.091,0.136,0.132,0.168,,,1.455,0.455,0.273,1.045,0.864,2.909,35.545
Shiō Fukuda,Gladbach,de Bundesliga,FW,2024-2025,0.7,1.429,50.0,0.0,4.286,0.0,1.429,0.0,0.571,0.0,,,0.0,0.0,0.0,1.429,0.0,1.429,11.429
Angelo Fulgini,Lens,fr Ligue 1,"MF,FW",2024-2025,11.6,0.948,78.1,2.5,9.741,0.603,0.086,0.086,0.207,0.328,,,2.414,0.862,0.172,0.948,0.259,4.483,42.586
Niclas Füllkrug,West Ham,eng Premier League,FW,2024-2025,8.8,0.114,67.2,0.795,3.523,0.0,0.341,0.227,0.25,0.216,,,1.591,0.341,0.114,0.114,1.818,2.045,13.977
Kyogo Furuhashi,Rennes,fr Ligue 1,FW,2024-2025,1.4,0.0,27.3,0.0,2.143,0.0,0.0,0.0,0.071,0.0,,,0.0,1.429,0.0,0.0,0.0,0.714,7.143
Manuel Fuster,Las Palmas,es La Liga,"FW,MF",2024-2025,11.1,0.45,76.6,2.072,6.757,0.27,0.18,0.09,0.063,0.162,,,2.523,0.991,0.36,1.171,1.532,5.676,36.937
Matteo Gabbia,Milan,it Serie A,DF,2024-2025,23.9,0.042,91.2,0.544,0.084,0.0,0.084,0.0,0.046,0.008,,,0.084,0.628,0.628,1.046,4.31,2.887,42.803
Tiago Gabriel,Lecce,it Serie A,DF,2024-2025,1.1,0.0,87.5,0.0,0.0,0.909,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3.636,10.0,1.818,28.182
Alessandro Gabrielloni,Como,it Serie A,"FW,MF",2024-2025,1.6,0.0,57.1,3.125,8.125,0.0,0.625,0.625,0.187,0.5,,,2.5,0.0,0.0,0.0,0.625,7.5,26.875
Gianluca Gaetano,Cagliari,it Serie A,"MF,FW",2024-2025,11.2,1.25,72.3,0.982,7.321,0.268,0.179,0.357,0.438,0.196,,,1.964,0.714,0.536,0.714,0.714,3.036,26.518
Roberto Gagliardini,Monza,it Serie A,"MF,DF",2024-2025,2.0,0.5,86.3,2.5,1.5,0.0,0.0,0.0,0.0,0.1,,,0.5,1.0,1.0,0.5,2.0,3.0,50.5
Cody Gakpo,Liverpool,eng Premier League,FW,2024-2025,21.5,1.442,75.7,2.744,12.93,0.14,0.465,0.186,0.33,0.205,,,1.767,0.744,0.558,1.07,0.884,3.581,28.14
Javi Galán,Atlético Madrid,es La Liga,DF,2024-2025,19.8,1.414,82.9,2.626,5.404,0.051,0.0,0.152,0.01,0.197,,,0.758,1.566,0.606,0.657,2.374,3.586,37.323
Iñigo Ruiz de Galarreta,Athletic Club,es La Liga,MF,2024-2025,16.4,0.976,80.9,1.646,2.378,0.366,0.0,0.244,0.03,0.177,,,1.707,1.341,0.976,0.671,0.854,7.317,31.951
Conor Gallagher,Atlético Madrid,es La Liga,MF,2024-2025,18.1,0.939,85.0,1.326,3.536,0.166,0.166,0.166,0.155,0.066,,,0.663,1.768,1.105,1.271,1.271,5.912,37.238
Antonino Gallo,Lecce,it Serie A,DF,2024-2025,29.0,0.448,66.2,1.966,3.793,0.034,0.0,0.069,0.01,0.093,,,1.517,1.448,0.69,1.138,4.586,4.0,22.828
Cristian Gamboa,Bochum,de Bundesliga,DF,2024-2025,2.5,0.0,60.5,0.8,3.6,0.4,0.4,0.0,0.08,0.08,,,1.2,1.2,0.8,0.8,3.2,4.4,33.6
Idrissa Gana Gueye,Everton,eng Premier League,MF,2024-2025,34.0,0.529,86.5,0.794,0.794,0.059,0.0,0.088,0.032,0.05,,,0.559,2.353,1.412,1.412,1.059,5.706,25.324
Ignatius Ganago,Nantes,fr Ligue 1,"FW,MF",2024-2025,2.7,1.852,76.6,1.852,9.63,0.0,0.0,0.0,0.148,0.111,,,1.852,0.37,1.481,1.111,0.741,2.593,27.037
Silvère Ganvoula M'Boussy,Monza,it Serie A,FW,2024-2025,3.6,0.556,61.7,0.833,5.833,0.0,0.0,0.0,0.111,0.056,,,0.278,0.0,0.278,0.278,1.389,1.667,20.278
Facundo Garcés,Alavés,es La Liga,DF,2024-2025,7.5,0.0,76.1,0.4,0.4,0.0,0.0,0.0,0.013,0.107,,,0.4,0.267,0.667,1.067,6.8,1.867,15.2
Aleix García,Leverkusen,de Bundesliga,MF,2024-2025,16.2,0.247,87.2,1.667,2.901,0.123,0.185,0.247,0.062,0.302,,,1.975,0.432,0.679,0.741,1.481,4.259,48.58
Álvaro García,Rayo Vallecano,es La Liga,"FW,MF",2024-2025,28.4,0.352,64.6,2.394,8.627,0.07,0.141,0.176,0.268,0.176,,,1.761,0.845,1.127,1.092,1.479,3.31,22.676
Andrés García,Aston Villa,eng Premier League,"DF,MF",2024-2025,3.5,1.429,86.6,7.429,8.0,0.0,0.0,0.0,0.0,0.057,,,0.857,1.429,0.571,0.571,2.857,4.286,45.429
Eric García,Barcelona,es La Liga,"DF,MF",2024-2025,17.4,0.287,92.1,1.034,1.264,0.23,0.115,0.172,0.132,0.046,,,0.402,1.207,0.805,1.379,2.356,3.103,48.966
Fran Garcia,Real Madrid,es La Liga,DF,2024-2025,24.1,0.332,86.7,3.237,7.344,0.041,0.0,0.083,0.037,0.075,,,0.996,1.494,1.162,1.12,2.78,4.398,41.535
Gonzalo García,Real Madrid,es La Liga,"FW,DF",2024-2025,0.6,0.0,95.0,0.0,5.0,0.0,0.0,1.667,0.833,1.667,,,1.667,0.0,0.0,1.667,0.0,1.667,23.333
Rubén García,Osasuna,es La Liga,"FW,MF",2024-2025,26.8,0.448,74.3,1.381,5.858,0.037,0.187,0.187,0.119,0.134,,,1.828,1.157,0.56,1.381,1.269,4.552,29.067
Ulisses Garcia,Marseille,fr Ligue 1,DF,2024-2025,10.3,0.68,84.7,2.233,8.447,0.0,0.194,0.194,0.146,0.136,,,0.777,1.068,0.777,0.485,1.748,4.66,37.476
Unai García,Osasuna,es La Liga,DF,2024-2025,0.7,0.0,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.429,1.429,2.857,27.143
Alejandro Garnacho,Manchester Utd,eng Premier League,"MF,FW",2024-2025,24.4,1.066,78.9,5.779,11.885,0.082,0.246,0.082,0.299,0.184,,,1.516,0.738,0.533,0.779,0.451,4.426,34.426
James Garner,Everton,eng Premier League,"MF,DF",2024-2025,17.7,0.395,76.1,0.847,1.695,0.113,0.0,0.056,0.04,0.079,,,0.734,1.751,1.299,1.13,2.09,4.124,27.006
Yarek Gasiorowski,Valencia,es La Liga,DF,2024-2025,10.5,0.0,80.3,0.857,0.0,0.095,0.0,0.0,0.105,0.01,,,0.286,1.524,2.476,1.619,5.714,3.81,26.286
Federico Gatti,Juventus,it Serie A,DF,2024-2025,24.4,0.287,95.0,0.984,0.246,0.0,0.041,0.0,0.102,0.02,,,0.246,0.943,0.738,1.107,3.115,4.508,47.746
Gavi,Barcelona,es La Liga,"MF,FW",2024-2025,12.1,0.744,90.0,1.074,3.471,0.083,0.083,0.083,0.074,0.132,,,1.157,1.736,0.826,1.157,0.579,5.041,46.033
Jean-Philippe Gbamin,Nantes,fr Ligue 1,MF,2024-2025,2.4,0.417,78.3,0.833,0.417,0.0,0.0,0.0,0.208,0.0,,,0.0,0.417,1.25,2.083,0.833,5.417,34.583
Mory Gbane,Reims,fr Ligue 1,"DF,MF",2024-2025,12.5,0.4,85.3,0.24,0.72,0.24,0.0,0.08,0.016,0.048,,,0.56,0.88,1.44,0.96,7.2,3.92,29.04
Yann Gboho,Toulouse,fr Ligue 1,"MF,FW",2024-2025,25.9,1.931,74.2,4.479,7.297,0.27,0.193,0.154,0.208,0.135,,,1.158,0.695,0.232,0.772,0.154,4.131,26.641
Lutsharel Geertruida,RB Leipzig,de Bundesliga,DF,2024-2025,17.3,0.405,86.7,1.214,1.965,0.058,0.058,0.0,0.064,0.058,,,0.578,1.387,0.925,0.867,3.41,4.798,37.11
Dennis Geiger,Hoffenheim,de Bundesliga,"MF,FW",2024-2025,8.2,0.488,87.3,1.463,2.561,0.244,0.0,0.0,0.024,0.061,,,1.341,1.341,0.854,1.829,0.732,4.268,31.585
Valentin Gendrey,Lecce,it Serie A,DF,2024-2025,2.0,0.0,76.4,3.5,2.0,0.0,0.0,0.0,0.1,0.05,,,1.0,1.0,1.0,1.5,0.5,1.5,16.0
Valentin Gendrey,Hoffenheim,de Bundesliga,DF,2024-2025,15.7,0.191,69.9,1.529,5.478,0.0,0.064,0.064,0.07,0.115,,,1.019,0.764,0.955,1.21,3.376,3.312,23.121
Denis Genreau,Toulouse,fr Ligue 1,MF,2024-2025,2.5,0.4,82.7,3.6,2.8,0.0,0.0,0.0,0.12,0.2,,,2.0,2.0,1.2,1.2,1.6,4.4,31.6
Tyrique George,Chelsea,eng Premier League,FW,2024-2025,2.0,1.5,79.6,4.5,11.0,0.0,0.5,0.5,0.1,0.35,,,3.0,0.0,1.0,0.5,0.5,2.0,23.0
Yannick Gerhardt,Wolfsburg,de Bundesliga,"MF,DF",2024-2025,16.9,0.059,76.9,1.598,3.728,0.059,0.059,0.059,0.071,0.012,,,0.237,0.947,1.006,1.893,2.781,2.899,25.917
Max Geschwill,Holstein Kiel,de Bundesliga,DF,2024-2025,14.2,0.141,74.3,0.423,1.127,0.0,0.07,0.141,0.063,0.056,,,0.704,1.479,2.113,0.986,3.732,3.732,26.69
Daniele Ghilardi,Hellas Verona,it Serie A,DF,2024-2025,22.5,0.089,78.4,0.711,0.311,0.044,0.0,0.0,0.027,0.009,,,0.267,1.289,1.333,1.289,4.711,2.444,23.511
Lautaro Gianetti,Udinese,it Serie A,DF,2024-2025,9.8,0.0,82.6,0.0,0.306,0.0,0.102,0.0,0.01,0.01,,,0.204,1.02,1.531,2.041,5.0,2.857,21.122
Dimitris Giannoulis,Augsburg,de Bundesliga,DF,2024-2025,29.4,0.986,74.7,2.041,5.578,0.068,0.034,0.136,0.037,0.143,,,1.429,1.088,1.599,1.667,2.551,4.626,28.741
Morgan Gibbs-White,Nott'ham Forest,eng Premier League,MF,2024-2025,31.1,0.997,78.3,2.219,4.373,0.611,0.225,0.257,0.203,0.161,,,1.64,0.707,0.74,0.579,0.932,4.084,29.678
Samuel Gigot,Lazio,it Serie A,DF,2024-2025,7.6,0.132,92.0,0.921,0.658,0.0,0.263,0.0,0.171,0.0,,,0.0,0.395,1.711,1.053,4.737,1.974,26.974
Armin Gigovic,Holstein Kiel,de Bundesliga,MF,2024-2025,21.1,0.948,77.7,1.754,2.133,0.237,0.237,0.047,0.09,0.1,,,0.758,0.616,0.995,0.948,1.564,5.545,22.559
Bryan Gil,Girona,es La Liga,"FW,MF",2024-2025,19.1,2.147,81.8,3.979,10.995,0.0,0.157,0.157,0.12,0.152,,,1.099,1.047,0.524,1.257,0.471,4.084,37.435
Mario Gila,Lazio,it Serie A,DF,2024-2025,30.5,0.131,91.6,1.574,0.393,0.131,0.033,0.0,0.036,0.02,,,0.492,1.213,0.918,0.656,3.77,5.016,48.426
Billy Gilmour,Brighton,eng Premier League,MF,2024-2025,1.1,0.909,86.6,1.818,1.818,0.909,0.0,0.0,0.091,0.0,,,0.0,2.727,0.0,0.909,0.909,4.545,40.0
Billy Gilmour,Napoli,it Serie A,MF,2024-2025,13.1,0.382,88.5,0.84,1.374,0.229,0.0,0.076,0.038,0.137,,,1.603,1.221,0.687,0.458,1.756,4.885,41.221
Benedikt Gimber,Heidenheim,de Bundesliga,DF,2024-2025,29.7,0.269,82.5,0.236,0.269,0.0,0.0,0.0,0.024,0.01,,,0.101,1.549,1.044,1.785,4.411,3.3,29.125
Santiago Giménez,Milan,it Serie A,FW,2024-2025,7.4,0.946,80.6,1.757,5.135,0.135,0.676,0.27,0.649,0.122,,,0.811,0.405,0.135,0.405,1.757,1.892,13.649
Gvidas Gineitis,Torino,it Serie A,MF,2024-2025,15.9,0.503,74.7,0.943,2.704,0.126,0.189,0.063,0.082,0.126,,,1.321,0.943,1.132,1.006,2.013,3.585,24.403
Matthias Ginter,Freiburg,de Bundesliga,DF,2024-2025,28.5,0.14,82.6,0.386,0.561,0.07,0.07,0.035,0.098,0.025,,,0.316,0.596,0.667,1.228,5.123,3.263,34.772
